TradeYear,Y,Size,Tenure,Distance,RoomNumber,Youseki,Reform
2024,17.529082624668582,35,46,3,1,600,1
2024,18.51599092375669,50,12,9,2,300,0
2024,17.37085861945369,20,16,8,1,300,0
2024,17.14771506813948,20,15,11,1,200,0
2024,18.420680743952367,55,8,6,2,300,0
2024,17.875953568510692,35,8,8,1,500,0
2024,18.105969999112666,40,6,9,1,500,0
2024,18.337299135013314,55,8,6,1,300,0
2024,18.683045008419857,65,12,9,2,300,0
2024,18.29284737244248,55,11,8,2,300,0
2024,18.34811005111753,55,11,8,2,300,1
2024,17.14771506813948,20,15,11,1,200,0
2024,18.51599092375669,80,45,7,3,300,1
2024,18.172219384653864,60,45,5,2,600,1
2024,18.390221536467656,55,6,8,2,500,0
2019,17.7667542765457,50,24,8,2,300,0
2019,18.184958410431296,70,7,19,3,100,0
2019,17.281246460764002,25,14,4,1,300,0
2019,18.410630408098864,70,11,8,2,300,0
2019,17.72753356339242,50,14,8,1,500,0
2019,18.197537192638155,60,7,9,2,300,0
2019,17.24949776244942,50,40,7,3,300,0
2019,18.146243898250606,70,7,19,3,100,0
2019,17.399029496420383,45,41,3,2,600,0
2019,17.7667542765457,55,20,9,2,500,0
2019,17.98989782785991,50,1,8,2,500,0
2019,17.47907220409392,40,18,8,1,300,1
2019,17.785802471516394,50,24,15,2,500,1
2019,18.064005800013632,60,7,9,2,300,0
2019,17.216707939626428,55,48,10,3,500,0
2019,17.216707939626428,55,48,10,2,500,0
2019,17.926384422137584,50,6,9,2,300,1
2019,17.399029496420383,25,11,8,1,300,0
2019,16.523560759066484,15,28,10,1,200,1
2024,17.45309671769066,35,28,5,1,300,0
2024,17.7073308560749,35,30,5,1,200,0
2024,18.82614585206053,80,26,10,2,300,1
2019,18.049617062561534,65,17,10,2,300,0
2024,17.24949776244942,40,53,3,1,150,1
2019,16.99356438831222,20,17,1,1,150,1
2024,16.213405830762646,15,33,5,1,300,1
2024,17.034386382832476,30,26,11,1,150,1
2024,18.172219384653864,60,24,2,2,400,0
2024,18.75715298057358,75,11,7,2,100,0
2024,17.909855120186375,50,24,8,2,300,1
2024,17.72753356339242,35,24,8,1,300,1
2024,16.860032995687696,20,23,8,1,300,0
2019,18.258161814454592,90,26,2,2,400,0
2019,16.012735135300492,15,35,1,1,200,0
2024,17.034386382832476,25,24,8,1,200,1
2019,17.64415195445337,55,19,8,2,200,0
2024,17.72753356339242,40,51,9,2,150,1
2024,16.951004773893423,25,34,11,1,200,1
2024,17.909855120186375,55,24,10,2,200,0
2024,17.909855120186375,65,17,5,1,200,0
2024,17.47907220409392,35,17,5,1,200,0
2019,16.90655301132259,20,19,4,1,200,1
2019,17.034386382832476,20,18,9,1,200,0
2019,17.341871082580436,30,12,5,1,200,0
2019,17.182806387950748,25,8,13,1,400,0
2019,17.553180176247643,50,46,8,2,150,1
2019,17.98989782785991,70,10,13,2,300,1
2019,16.951004773893423,30,16,17,1,400,0
2024,17.034386382832476,20,19,7,1,300,0
2024,18.31532022829454,60,20,8,2,300,1
2019,17.7473361906886,50,10,18,2,200,0
2019,17.529082624668582,45,15,8,1,300,0
2024,17.858561825798823,45,23,3,1,200,1
2024,18.146243898250606,50,8,5,2,300,0
2024,18.0051652999907,50,30,6,2,200,0
2024,16.588099280204055,20,47,4,1,200,0
2019,17.576710673657836,55,18,3,2,200,1
2019,18.064005800013632,65,35,3,3,400,1
2019,17.50439001207821,35,11,7,1,300,0
2019,17.553180176247643,35,11,7,1,300,0
2024,17.4264284706085,35,53,7,1,300,0
2024,17.72753356339242,50,46,9,1,300,0
2024,18.51599092375669,55,18,7,1,200,1
2024,17.98989782785991,50,53,7,1,300,1
2019,17.80449460452855,55,41,9,2,300,1
2019,17.399029496420383,25,8,4,1,300,0
2024,18.60300230074632,70,12,7,2,300,0
2024,17.942644943009366,50,35,11,1,300,0
2019,18.132998671500584,55,4,8,2,300,0
2019,17.399029496420383,45,42,11,1,500,0
2019,17.45309671769066,45,42,11,1,500,1
2019,17.341871082580436,35,40,6,1,500,1
2019,16.11809565095832,25,51,6,1,500,0
2024,17.942644943009366,30,0,1,1,400,1
2024,17.926384422137584,35,12,2,1,400,0
2019,17.599700191882537,40,14,8,1,300,0
2024,18.246327356807587,50,8,16,1,200,1
2024,16.99356438831222,20,22,4,1,200,0
2024,16.951004773893423,20,22,4,1,200,0
2024,18.197537192638155,75,53,7,3,500,0
2019,17.341871082580436,25,7,7,1,300,0
2019,16.951004773893423,20,17,4,1,200,0
2019,17.37085861945369,25,7,7,1,300,0
2019,16.99356438831222,20,17,4,1,200,0
2019,17.822843743196746,40,8,4,1,200,0
2024,16.811242831518264,20,39,7,1,500,1
2019,17.182806387950748,25,37,5,1,500,1
2024,17.553180176247643,40,39,12,1,200,1
2024,18.234351165760874,60,28,15,3,200,1
2024,18.37985874943211,80,25,14,3,200,0
2024,18.246327356807587,75,27,16,3,200,0
2024,18.29284737244248,75,27,15,3,200,0
2019,16.300417207752275,15,33,8,1,200,0
2019,16.523560759066484,20,34,12,1,200,0
2019,17.840862248699423,60,21,14,2,200,1
2019,18.09217667698033,70,5,14,3,200,0
2019,16.38045991542581,15,35,9,1,200,0
2019,18.159315979817958,70,5,14,3,200,0
2019,17.98989782785991,75,22,16,3,200,1
2024,17.529082624668582,40,39,12,1,300,0
2024,17.893048001869992,55,26,10,2,200,1
2024,17.073607095985757,20,19,10,1,300,0
2024,16.70588231586044,20,39,12,1,300,1
2019,17.47907220409392,45,43,8,2,300,1
2019,17.974393641323946,75,21,10,3,200,0
2019,16.70588231586044,15,20,9,1,300,0
2019,17.24949776244942,35,14,9,1,300,0
2019,17.599700191882537,50,22,8,1,300,1
2024,17.974393641323946,55,28,13,2,200,0
2024,17.926384422137584,45,20,15,1,200,0
2024,18.60300230074632,60,34,13,1,150,1
2024,18.75715298057358,60,34,13,1,150,1
2019,17.7667542765457,55,23,13,2,200,1
2019,17.909855120186375,60,40,9,2,300,1
2019,18.951308995014536,80,25,9,2,300,1
2019,16.759949537130716,15,30,8,1,300,0
2019,18.60300230074632,80,25,9,2,300,0
2024,17.034386382832476,20,24,9,1,200,0
2024,18.197537192638155,60,29,12,1,200,0
2019,18.078190435005588,55,19,10,1,200,0
2019,18.02020317735524,55,20,8,1,300,1
2024,17.72753356339242,35,15,8,1,100,0
2019,17.4264284706085,50,46,6,2,200,0
2019,17.073607095985757,40,46,6,1,200,0
2024,18.390221536467656,60,2,9,2,150,0
2024,16.951004773893423,20,22,9,1,300,0
2019,17.909855120186375,65,12,12,2,150,0
2019,17.665658159674333,60,21,7,2,300,1
2024,16.759949537130716,20,32,12,1,300,1
2024,16.523560759066484,20,32,12,1,300,0
2019,17.7473361906886,50,8,12,1,500,0
2024,17.686711568872166,40,47,16,1,500,1
2024,16.99356438831222,20,21,13,1,400,0
2024,18.09217667698033,70,52,15,2,500,0
2024,17.034386382832476,25,53,5,1,200,0
2024,18.132998671500584,30,5,6,1,200,0
2024,16.811242831518264,20,21,13,1,400,0
2024,19.644456175574483,105,36,15,3,150,0
2024,17.553180176247643,35,28,13,2,500,0
2024,17.875953568510692,50,21,7,2,150,0
2019,16.70588231586044,25,53,5,1,200,1
2019,17.182806387950748,30,23,13,1,500,0
2019,17.785802471516394,55,8,8,2,300,0
2019,16.759949537130716,30,42,16,1,500,0
2019,18.03501826314038,50,5,6,2,150,0
2019,18.269857854217783,80,20,13,3,500,1
2019,17.576710673657836,35,53,5,1,200,0
2024,16.523560759066484,20,40,13,1,300,0
2024,18.119575651168443,55,26,14,2,300,1
2019,17.875953568510692,65,17,13,2,200,0
2019,18.132998671500584,60,3,11,2,300,1
2019,17.14771506813948,55,48,14,3,200,0
2019,17.974393641323946,65,6,11,3,200,0
2024,17.182806387950748,25,29,12,2,300,0
2019,17.111347423968603,25,10,6,1,200,0
2019,17.98989782785991,70,7,11,3,200,0
2019,17.686711568872166,55,3,9,2,200,0
2024,16.90655301132259,20,22,5,1,300,0
2024,17.312018119430753,35,46,12,1,300,1
2024,18.51599092375669,75,10,11,3,150,0
2024,16.300417207752275,15,40,3,1,300,1
2019,16.045524958123483,15,35,3,1,300,0
2024,17.45309671769066,35,14,8,1,300,1
2024,17.909855120186375,50,20,2,2,500,1
2024,16.300417207752275,35,53,5,2,200,0
2024,16.11809565095832,15,28,3,1,200,1
2024,16.99356438831222,25,11,2,1,500,0
2024,16.951004773893423,30,51,8,1,200,1
2024,18.119575651168443,60,5,8,2,200,0
2024,16.860032995687696,20,14,8,1,300,0
2024,17.216707939626428,40,37,3,1,300,1
2024,16.951004773893423,20,11,4,1,300,0
2024,16.034714042019267,15,34,9,1,200,1
2024,17.4264284706085,40,26,9,1,200,1
2024,17.909855120186375,65,12,11,3,200,0
2024,16.213405830762646,15,40,7,1,200,0
2024,16.951004773893423,20,18,6,1,200,0
2024,17.98989782785991,65,11,5,3,200,0
2024,18.184958410431296,70,25,8,3,200,1
2024,16.70588231586044,20,19,4,1,200,0
2024,16.99356438831222,20,11,4,1,300,0
2019,17.073607095985757,20,13,6,1,200,0
2019,16.811242831518264,20,10,10,1,200,0
2019,16.0978929436408,15,25,4,1,200,0
2019,16.860032995687696,20,8,8,1,200,0
2019,16.951004773893423,20,13,6,1,200,0
2019,16.90655301132259,35,16,3,1,500,0
2019,17.312018119430753,50,14,4,2,300,1
2019,16.64872390202049,20,8,8,1,200,0
2019,17.858561825798823,70,6,5,3,200,0
2019,17.72753356339242,70,21,1,3,500,0
2019,16.012735135300492,15,33,6,1,200,1
2019,17.399029496420383,45,21,9,1,200,1
2019,17.72753356339242,70,17,9,3,300,1
2019,17.72753356339242,50,2,5,1,300,0
2019,16.64872390202049,20,14,4,1,200,0
2019,17.599700191882537,75,11,9,3,300,1
2019,17.80449460452855,60,9,8,3,300,0
2019,17.7073308560749,105,29,10,3,100,0
2019,16.213405830762646,15,32,7,1,200,0
2024,18.049617062561534,70,23,9,3,200,1
2024,17.665658159674333,65,53,5,3,200,0
2024,17.50439001207821,60,28,5,3,200,0
2024,17.399029496420383,45,39,5,2,300,1
2019,17.686711568872166,60,16,6,2,200,1
2019,17.24949776244942,60,23,5,3,200,0
2024,18.197537192638155,80,28,6,3,300,1
2019,17.599700191882537,65,23,6,3,300,1
2024,18.0051652999907,60,5,4,3,200,0
2024,17.47907220409392,50,30,7,2,200,0
2024,16.860032995687696,20,20,4,1,200,1
2019,16.90655301132259,20,7,4,1,200,0
2019,17.281246460764002,55,20,7,2,200,0
2019,17.622173047734595,55,4,4,2,200,0
2019,17.111347423968603,40,15,6,1,200,0
2019,17.529082624668582,70,24,6,3,200,1
2019,15.931766072766827,15,29,6,1,200,0
2019,18.064005800013632,70,2,4,3,200,0
2019,18.258161814454592,85,2,4,4,200,0
2024,17.37085861945369,45,53,4,2,600,0
2024,17.034386382832476,20,13,11,1,300,0
2024,16.90655301132259,30,51,4,1,500,1
2024,17.45309671769066,55,19,7,2,300,0
2024,17.553180176247643,70,53,4,3,600,0
2024,18.304146927696415,75,19,8,3,400,0
2024,17.073607095985757,20,11,7,1,300,0
2024,16.99356438831222,20,12,6,1,500,0
2024,16.99356438831222,20,18,5,1,500,0
2024,16.300417207752275,25,45,4,1,500,0
2024,16.11809565095832,20,38,4,1,500,0
2019,17.72753356339242,65,14,8,2,400,0
2019,16.454567887579532,15,28,8,1,300,0
2019,16.99356438831222,55,45,4,3,500,0
2019,17.875953568510692,70,14,8,3,400,0
2019,17.72753356339242,80,46,4,3,500,1
2019,17.216707939626428,40,17,4,1,500,0
2019,16.70588231586044,20,11,6,1,500,0
2019,16.860032995687696,20,11,6,1,500,0
2019,17.50439001207821,40,7,6,1,500,1
2019,16.523560759066484,15,28,8,1,300,0
2019,16.759949537130716,20,8,8,1,500,0
2019,16.588099280204055,15,21,9,1,300,0
2019,17.034386382832476,20,8,6,1,500,0
2019,17.529082624668582,55,14,7,2,300,1
2024,16.951004773893423,35,51,6,1,500,1
2024,17.24949776244942,55,49,2,3,500,0
2024,17.576710673657836,65,38,6,2,500,0
2019,16.38045991542581,30,46,6,1,500,0
2019,16.860032995687696,35,46,6,2,500,1
2024,17.341871082580436,45,40,5,1,500,1
2024,16.99356438831222,20,11,6,1,300,0
2024,17.840862248699423,65,40,5,2,500,1
2024,16.99356438831222,20,11,4,1,500,0
2024,17.111347423968603,25,11,6,1,300,0
2024,16.811242831518264,20,18,11,1,300,0
2024,16.90655301132259,20,12,8,1,300,0
2019,16.860032995687696,20,7,9,1,300,0
2019,16.860032995687696,20,12,13,1,300,0
2019,16.811242831518264,20,13,11,1,300,0
2019,16.523560759066484,20,12,13,1,300,0
2019,16.811242831518264,20,9,5,1,300,0
2024,17.37085861945369,45,41,1,1,500,1
2024,15.89495209964411,15,33,4,1,500,1
2024,16.523560759066484,15,34,6,1,300,0
2024,16.811242831518264,20,15,8,1,200,0
2024,16.045524958123483,15,33,4,1,500,0
2024,16.811242831518264,20,15,8,1,200,0
2024,17.073607095985757,25,7,9,1,200,0
2019,16.300417207752275,15,29,6,1,300,1
2019,17.37085861945369,55,36,1,2,500,1
2019,17.14771506813948,35,5,8,1,200,0
2024,17.4264284706085,70,27,4,4,200,0
2024,16.951004773893423,20,7,3,1,200,0
2019,17.312018119430753,65,22,4,3,200,0
2019,16.99356438831222,20,7,6,1,500,1
2019,17.281246460764002,70,22,4,4,200,0
2019,17.665658159674333,65,11,12,2,300,1
2019,16.454567887579532,30,28,11,1,300,0
2019,17.7667542765457,65,3,12,3,200,0
2019,16.454567887579532,35,35,13,1,200,0
2024,17.45309671769066,25,1,5,1,200,0
2024,17.4264284706085,25,1,5,1,500,0
2024,16.213405830762646,15,32,3,1,500,0
2024,16.70588231586044,15,26,4,1,500,0
2024,16.588099280204055,15,29,3,1,500,0
2024,17.216707939626428,50,30,13,3,200,0
2024,17.665658159674333,70,28,9,4,200,0
2024,17.576710673657836,50,33,3,2,300,1
2024,16.300417207752275,20,36,4,1,500,0
2024,15.60727002719233,15,32,3,1,500,0
2024,17.034386382832476,25,17,4,1,200,0
2024,17.182806387950748,25,9,11,1,300,1
2024,16.951004773893423,20,12,2,1,500,0
2024,17.50439001207821,35,8,2,1,400,0
2024,17.4264284706085,25,1,5,1,500,1
2019,17.553180176247643,65,28,3,3,300,1
2019,17.37085861945369,50,28,3,2,300,1
2019,16.759949537130716,20,13,3,1,500,0
2019,17.182806387950748,25,4,11,1,300,0
2019,16.90655301132259,20,6,4,1,500,0
2019,16.811242831518264,20,16,1,1,500,0
2019,16.588099280204055,15,21,3,1,300,0
2019,17.312018119430753,60,14,15,3,300,0
2019,17.80449460452855,70,7,12,3,200,0
2019,17.034386382832476,40,35,10,2,200,1
2019,16.38045991542581,15,28,6,1,300,1
2019,16.454567887579532,15,28,6,1,300,0
2019,16.90655301132259,20,13,3,1,500,0
2019,17.14771506813948,65,40,10,3,200,1
2019,16.951004773893423,45,27,13,2,200,0
2019,16.70588231586044,15,24,3,1,500,0
2019,17.341871082580436,35,3,2,1,400,0
2024,17.785802471516394,60,15,18,3,200,0
2019,17.622173047734595,70,10,18,3,200,0
2019,17.576710673657836,65,10,18,3,200,0
2019,17.216707939626428,45,34,11,1,300,1
2024,16.213405830762646,25,50,10,1,200,1
2024,15.761420707019587,25,50,10,1,200,0
2024,16.213405830762646,25,50,10,1,200,0
2019,17.073607095985757,45,41,12,2,200,1
2019,17.622173047734595,70,13,4,3,500,0
2019,17.111347423968603,25,1,11,1,300,0
2019,16.90655301132259,20,10,11,1,200,0
2024,15.60727002719233,15,35,17,1,200,0
2024,16.70588231586044,20,31,4,1,500,0
2024,16.588099280204055,20,26,6,1,500,0
2024,17.45309671769066,40,18,5,1,200,1
2024,16.70588231586044,20,26,6,1,500,0
2024,16.70588231586044,20,15,8,1,400,0
2019,16.523560759066484,20,13,5,1,200,0
2019,16.951004773893423,20,8,9,1,300,0
2019,17.7073308560749,75,13,3,3,500,0
2019,16.38045991542581,15,30,17,1,200,0
2019,16.70588231586044,20,14,5,1,500,0
2019,17.14771506813948,70,32,5,3,500,0
2019,16.38045991542581,15,30,17,1,200,0
2019,17.111347423968603,35,12,6,1,200,0
2019,17.182806387950748,50,24,6,2,400,0
2024,17.622173047734595,60,13,3,3,500,1
2024,17.312018119430753,55,46,2,3,500,0
2024,17.958645284355807,60,28,4,2,500,1
2024,17.37085861945369,45,46,2,2,500,1
2024,17.840862248699423,60,17,5,3,500,0
2024,18.29284737244248,70,22,5,3,500,1
2024,17.111347423968603,25,8,7,1,500,0
2024,17.14771506813948,25,8,7,1,500,0
2019,17.341871082580436,55,23,4,2,500,0
2019,17.399029496420383,55,41,2,2,500,1
2019,17.875953568510692,75,17,5,3,500,1
2019,17.45309671769066,65,17,5,2,500,0
2019,17.45309671769066,55,41,2,2,500,1
2019,16.860032995687696,20,15,3,1,500,0
2019,17.073607095985757,55,41,2,3,500,0
2019,17.50439001207821,60,8,3,3,500,1
2024,17.399029496420383,70,47,6,2,500,1
2024,16.454567887579532,15,32,6,1,500,0
2024,17.4264284706085,45,42,1,2,500,1
2024,16.300417207752275,20,24,5,1,400,0
2024,17.622173047734595,55,42,1,3,500,1
2019,16.38045991542581,15,31,8,1,500,0
2019,16.70588231586044,20,20,4,1,500,0
2019,16.70588231586044,20,20,4,1,500,0
2019,16.11809565095832,20,28,8,1,300,0
2019,16.64872390202049,30,20,4,1,500,0
2024,17.073607095985757,50,36,16,2,200,0
2019,16.454567887579532,60,39,19,3,200,0
2024,16.588099280204055,60,44,19,3,200,0
2024,16.454567887579532,30,31,19,2,300,0
2024,16.759949537130716,45,45,19,2,200,0
2019,17.216707939626428,70,23,19,4,200,0
2019,17.281246460764002,60,23,19,3,200,1
2024,16.811242831518264,35,36,16,1,200,1
2019,16.860032995687696,20,8,10,1,300,0
2024,17.7073308560749,40,8,6,2,400,0
2024,16.951004773893423,20,17,6,1,700,0
2024,16.99356438831222,20,13,7,1,300,0
2024,17.50439001207821,30,4,3,1,700,0
2024,17.111347423968603,25,9,9,1,200,0
2024,16.99356438831222,20,26,7,1,500,0
2024,17.341871082580436,25,4,3,1,700,0
2024,15.60727002719233,35,45,11,2,300,0
2024,17.45309671769066,40,9,10,1,300,0
2024,16.99356438831222,35,45,4,2,700,1
2024,18.064005800013632,60,28,7,3,400,1
2024,16.99356438831222,20,12,3,1,700,1
2024,17.182806387950748,25,10,6,1,300,0
2024,17.822843743196746,70,19,3,3,500,0
2024,16.951004773893423,20,18,5,1,500,0
2024,17.312018119430753,25,4,3,1,700,0
2019,17.034386382832476,50,32,10,2,300,0
2019,16.951004773893423,20,7,3,1,700,0
2019,17.281246460764002,40,11,6,2,500,0
2019,16.213405830762646,20,34,3,1,700,0
2019,16.90655301132259,20,12,6,1,700,0
2019,16.951004773893423,30,16,7,1,500,0
2019,16.11809565095832,35,40,4,2,700,0
2019,16.860032995687696,20,7,3,1,700,0
2019,15.830413578506539,15,31,8,1,400,0
2019,16.90655301132259,20,7,3,1,700,0
2019,17.399029496420383,55,21,3,3,500,0
2019,17.686711568872166,70,35,10,3,300,1
2019,17.216707939626428,45,35,10,2,300,1
2019,16.811242831518264,20,13,6,1,500,1
2019,16.300417207752275,25,41,4,1,700,0
2019,16.860032995687696,20,6,6,1,500,0
2024,17.926384422137584,50,2,2,1,500,0
2024,16.99356438831222,20,12,5,1,500,0
2024,17.073607095985757,20,16,4,1,700,0
2024,18.119575651168443,55,19,3,1,400,1
2024,17.111347423968603,25,10,6,1,300,0
2024,17.529082624668582,55,28,3,2,700,0
2019,16.90655301132259,20,11,4,1,700,0
2019,16.860032995687696,25,6,4,1,700,0
2019,17.785802471516394,60,14,3,2,400,0
2019,16.90655301132259,20,11,4,1,700,0
2019,16.951004773893423,20,11,4,1,700,0
2019,16.811242831518264,20,11,4,1,700,0
2019,16.860032995687696,20,11,4,1,700,0
2019,17.111347423968603,25,5,6,1,300,0
2019,17.073607095985757,20,6,4,1,700,0
2019,16.811242831518264,20,11,4,1,700,0
2024,17.909855120186375,70,19,9,3,200,0
2019,16.213405830762646,15,30,10,1,200,0
2019,16.90655301132259,20,10,8,1,200,1
2019,17.47907220409392,60,13,12,3,200,0
2019,17.942644943009366,85,13,12,4,200,0
2024,16.951004773893423,25,8,11,1,200,0
2024,17.822843743196746,55,24,2,2,300,1
2024,17.50439001207821,50,30,14,3,200,1
2024,16.64872390202049,30,30,13,2,200,0
2024,16.99356438831222,35,53,8,2,300,1
2024,17.822843743196746,70,20,14,3,200,0
2024,16.588099280204055,25,30,13,2,200,0
2024,17.37085861945369,40,33,3,1,300,0
2024,17.64415195445337,55,37,12,3,200,1
2024,16.759949537130716,20,18,2,1,300,0
2024,17.72753356339242,55,37,12,2,200,1
2024,16.523560759066484,15,33,10,1,200,1
2019,16.860032995687696,20,7,11,1,200,0
2019,16.90655301132259,20,7,11,1,200,0
2019,17.073607095985757,25,7,11,1,200,0
2019,16.64872390202049,20,19,11,1,200,0
2019,16.300417207752275,20,28,10,1,200,0
2019,16.759949537130716,40,42,8,2,300,0
2019,17.622173047734595,65,14,12,3,200,0
2019,17.111347423968603,55,26,5,3,200,0
2019,16.811242831518264,20,19,11,1,200,0
2019,17.909855120186375,80,15,14,3,200,0
2019,17.822843743196746,70,14,6,2,200,0
2019,17.034386382832476,30,14,1,1,300,0
2019,16.811242831518264,40,28,3,2,300,0
2019,16.759949537130716,20,12,12,1,200,0
2019,16.70588231586044,45,35,10,3,200,0
2019,16.951004773893423,55,35,14,3,200,0
2019,17.553180176247643,60,17,11,2,200,1
2024,17.111347423968603,25,5,10,1,200,0
2019,17.24949776244942,55,11,12,3,400,0
2019,16.99356438831222,55,21,15,2,400,0
2019,17.553180176247643,40,0,10,1,200,0
2024,15.60727002719233,15,36,14,1,200,1
2024,17.37085861945369,45,53,3,2,200,1
2024,16.99356438831222,20,15,6,1,300,0
2024,16.70588231586044,20,15,6,1,300,0
2019,16.759949537130716,20,19,4,1,300,0
2024,17.111347423968603,40,40,3,2,300,0
2024,17.034386382832476,35,24,3,1,300,0
2024,17.7667542765457,50,16,2,2,200,1
2024,18.197537192638155,65,24,4,3,300,0
2024,18.146243898250606,65,20,5,3,300,0
2019,16.38045991542581,20,19,6,1,300,0
2019,16.588099280204055,40,38,5,2,300,0
2024,17.24949776244942,25,6,6,1,300,0
2019,16.213405830762646,25,34,5,1,300,0
2024,16.38045991542581,20,36,9,1,200,0
2019,16.811242831518264,45,31,9,2,200,0
2024,16.951004773893423,40,50,8,2,300,0
2019,16.99356438831222,40,45,8,1,300,1
2019,14.648419680899378,40,45,8,1,300,1
2024,15.789591583986283,15,33,3,1,200,0
2024,18.078190435005588,65,10,6,3,300,0
2024,18.420680743952367,80,16,5,2,200,1
2024,17.64415195445337,60,30,13,3,200,0
2019,17.034386382832476,40,37,12,1,200,1
2019,17.50439001207821,55,15,11,2,200,1
2019,15.978833583624812,15,28,5,1,300,0
2019,16.11809565095832,15,27,3,1,300,0
2024,18.02020317735524,70,26,9,3,200,1
2019,17.553180176247643,85,10,9,4,300,0
2024,17.80449460452855,50,16,14,2,200,1
2024,16.759949537130716,45,50,14,1,200,0
2024,17.529082624668582,50,23,14,2,200,0
2024,18.03501826314038,65,16,14,3,200,1
2019,16.759949537130716,40,35,12,2,200,0
2019,16.99356438831222,50,33,12,1,200,0
2019,17.399029496420383,55,7,11,2,200,0
2024,16.454567887579532,25,50,2,1,500,0
2024,15.919644712234481,15,34,13,1,200,0
2024,16.64872390202049,35,53,3,1,300,0
2024,16.860032995687696,20,16,16,1,300,0
2024,16.860032995687696,20,16,16,1,300,0
2024,18.75715298057358,105,33,13,4,150,1
2024,16.213405830762646,25,34,13,1,200,0
2024,16.588099280204055,15,27,7,1,200,0
2024,16.70588231586044,20,26,13,1,300,0
2024,16.454567887579532,15,27,7,1,200,1
2024,15.990262279448435,15,50,2,1,500,0
2024,18.420680743952367,70,10,2,3,500,0
2024,18.51599092375669,75,10,2,3,500,0
2024,17.111347423968603,20,16,11,1,400,1
2024,18.049617062561534,70,27,5,2,200,1
2019,15.761420707019587,20,45,2,1,500,1
2019,18.420680743952367,105,30,4,3,200,0
2019,17.034386382832476,20,11,12,1,400,0
2019,15.89495209964411,20,45,2,1,500,0
2019,17.553180176247643,35,1,6,1,400,0
